tweet_id,favorite_count,retweet_count
666293911632134144,426,289
666287406224695296,123,57
666273097616637952,152,68
666268910803644416,99,38
666104133288665088,12897,5485
666102155909144576,66,11
666099513787052032,134,53
666094000022159362,143,63
666082916733198337,93,37
666073100786774016,273,131
666071193221509120,127,51
666063827256086533,399,180
666058600524156928,99,47
666057090499244032,248,112
666055525042405380,366,196
666051853826850816,1027,702
666050758794694657,115,50
666049248165822465,89,37
666044226329800704,247,115
666033412701032449,100,36
666029285002620928,112,39
666020888022790149,2292,422
